track_id,name,artist,spotify_preview_url,spotify_id,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
TRXINQA128F1474058,The Seduction,He Is Legend,https://p.scdn.co/mp3-preview/bcd9874bbf438472b9952a03111e146dc3295241?cid=774b29d4f13844c495f206cafdad9c86,4pVmA9mRD6FYrVQYhi8lEF,"hardcore, metalcore, emo, post_hardcore, screamo",Rock,2004,230400,0.439,0.942,2,-11.088,0,0.107,6.98e-05,0.153,0.302,0.324,108.095,4
TROOSTO128F428B6F2,Refused Are Fucking Dead,Refused,https://p.scdn.co/mp3-preview/e7c5e580356be15a300d4eea3fb6ab4e737c1db4?cid=774b29d4f13844c495f206cafdad9c86,15Ahqb9mj1CRvnvc6NhLiL,"punk, hardcore, post_hardcore, swedish",Punk,1998,310320,0.375,0.946,7,-7.392,1,0.125,0.000277,0.376,0.374,0.46,107.309,4
TRGDXLG128F934B685,Forced To Die,As I Lay Dying,https://p.scdn.co/mp3-preview/0c1d5530180089e2b97a990530883187fa8a92e3?cid=774b29d4f13844c495f206cafdad9c86,0eCuy9HAwlIlm61juroeIY,"hardcore, metalcore",,2006,162333,0.0702,0.73,0,-4.935,1,0.0489,4.27e-05,0.81,0.112,0.222,76.601,4
TRVOHEV128F9330EC0,Hail Destroyer,Cancer Bats,https://p.scdn.co/mp3-preview/9a09d6e4ce3145142b755f258e65426c09780e88?cid=774b29d4f13844c495f206cafdad9c86,0fSLV6q9E6cvJaSoHxmlGW,"hardcore, metalcore",,2008,196680,0.453,0.976,2,-4.359,1,0.0842,0.000134,0.736,0.0285,0.297,151.485,4
TRBZBTV128F931F5DB,Where Idols Once Stood,Thrice,https://p.scdn.co/mp3-preview/4d38d94d1a6bc690327a988ccf6ac6af89be6893?cid=774b29d4f13844c495f206cafdad9c86,090lzuzxMiiIRBCUjLsk2g,"rock, hardcore, metalcore, emo, post_hardcore, screamo",Rock,2002,188413,0.303,0.949,3,-5.66,0,0.0504,4.65e-05,0.00154,0.0917,0.509,98.749,4
TRDYICR128F421A600,Back To The Motor League,Propagandhi,https://p.scdn.co/mp3-preview/b389a4485a281401b9e531db72244b8ac345c8b9?cid=774b29d4f13844c495f206cafdad9c86,2NaqiEuzh84CGUWMbJtoBo,"punk, hardcore, punk_rock",Punk,2001,160826,0.259,0.99,9,-3.3,1,0.076,0.00091,0.0636,0.53,0.535,82.914,4
TRLSDTP12903CC24D6,A Threnody For Modern Romance,It Dies Today,https://p.scdn.co/mp3-preview/943eaf533b1c75aa69a398031f7684855ff7d11a?cid=774b29d4f13844c495f206cafdad9c86,2oPZbdBK5hGhWcLWJjZ9mx,"hardcore, metalcore, emo, post_hardcore, screamo",,2007,210893,0.374,0.939,8,-3.398,1,0.0955,1.45e-05,4.92e-05,0.0923,0.56,177.066,4
TRBUATZ12903D06BE1,When Good Dogs Do Bad Things,The Dillinger Escape Plan,https://p.scdn.co/mp3-preview/b620d4207f73e2da7588539ca9c29e73c540fb7c?cid=774b29d4f13844c495f206cafdad9c86,0Ua92tJLRfM7hOAb6yVdMn,"experimental, hardcore, metalcore, progressive_metal, post_hardcore",Metal,2014,361600,0.317,0.986,3,-3.961,0,0.383,0.00104,0.435,0.347,0.0687,124.741,3
TRNPBRZ128F42484AB,Champing at the Bit,Every Time I Die,https://p.scdn.co/mp3-preview/09e8efca5bc01aa839941dbcee1f460f2e141296?cid=774b29d4f13844c495f206cafdad9c86,6Pc87N1oVOfSgrVEunfe0J,"hardcore, metalcore, emo, post_hardcore, screamo",,2006,237373,0.311,0.997,8,-4.655,1,0.135,0.00579,0.0,0.38,0.141,89.365,4
TRUJVRL128F4278BF2,Make Your Move,New Found Glory,https://p.scdn.co/mp3-preview/e1f7a2f806a8e5d57db93ea7faa502e9f803bd38?cid=774b29d4f13844c495f206cafdad9c86,11U7f4tOBJkJrlUNxdHXQ7,"rock, punk, hardcore, emo",Rap,2006,242186,0.441,0.898,4,-4.307,1,0.0426,0.00184,0.0,0.135,0.373,137.803,4
TRVRJWK128F429B12C,A Siren's Soliloquy,Alesana,https://p.scdn.co/mp3-preview/9ababe5c01bba6396c4382c8f490ddaf0ab756c7?cid=774b29d4f13844c495f206cafdad9c86,1TMD8aCW7i75NqUZHIM1u8,"hardcore, emo, post_hardcore, screamo",Rock,2006,240733,0.304,0.932,2,-4.9,1,0.0434,9.89e-05,0.0142,0.177,0.7,96.863,4
TRRAWLU12903CB3E16,I Know It's You,The Crystal Method,https://p.scdn.co/mp3-preview/42ce80225f71143e80b42f20438035d80f5af738?cid=774b29d4f13844c495f206cafdad9c86,3uPI9xPAnvZgFw9d9A65Fr,"electronic, hardcore, psychedelic, trance, techno",Electronic,2004,348800,0.582,0.954,10,-5.342,0,0.0499,0.00414,0.619,0.163,0.422,131.019,4
TRLRPOW128F932DFC3,Rats And Rats And Rats For Candy,The Blood Brothers,https://p.scdn.co/mp3-preview/7644e0fefade19e60e354361b181f402cd377ddf?cid=774b29d4f13844c495f206cafdad9c86,0Z1bFIGOV0paz5VGRNDVCb,"experimental, punk, hardcore, post_punk, emo, post_hardcore, screamo",,2004,231826,0.317,0.931,10,-5.392,0,0.112,0.00113,0.00121,0.0706,0.603,156.449,4
TRZEIFY12903CD8DD4,Absent Elements,Finger Eleven,https://p.scdn.co/mp3-preview/b8e35f80e5d60c7e1c6fa58a144bb88ca102fb07?cid=774b29d4f13844c495f206cafdad9c86,1cE09d6OUovzdPoiRpoDw3,"rock, alternative_rock, hardcore",Rock,2003,240533,0.422,0.918,1,-4.316,1,0.0779,0.000828,7.85e-06,0.0384,0.512,166.104,4
TRJVDPD128F4251496,Saturday Night Holocaust,Dead Kennedys,https://p.scdn.co/mp3-preview/6b4b67af519d82f4500f8acbd44119f67a5ca3d3?cid=774b29d4f13844c495f206cafdad9c86,10BmDAKSi9fz4TewitCyd9,"punk, hardcore",Punk,1987,260160,0.351,0.971,9,-5.782,1,0.135,0.00602,7.29e-06,0.303,0.117,111.634,3
TRRDEBU128F42484A9,Tusk and Temper,Every Time I Die,https://p.scdn.co/mp3-preview/c9e949d5a322afc47eca590a94308d829833a1d4?cid=774b29d4f13844c495f206cafdad9c86,3i3JI4oivE2ahcI5lhwPl1,"hardcore, metalcore, post_hardcore, screamo",,2006,235053,0.339,0.988,6,-4.856,0,0.11,0.0019,0.0,0.344,0.173,113.456,4
TRNMSOB12903CACDB1,Wax and Wane,Deftones,https://p.scdn.co/mp3-preview/85ff5e8ab776643e19d21de7da67affeb97e88b5?cid=774b29d4f13844c495f206cafdad9c86,4SkKv1DdU52DJHLNZHZB4t,"rock, metal, alternative_rock, hardcore, industrial, cover",Rock,2005,249013,0.356,0.984,5,-4.548,1,0.175,0.00121,0.181,0.101,0.436,199.423,4
TRTHGSP128F931D73B,Lord Xenu,The Devil Wears Prada,https://p.scdn.co/mp3-preview/05acfeab4408f56f751a37b350eca64d9e20da3e?cid=774b29d4f13844c495f206cafdad9c86,74XwzVdlYnM5XcQeujdHjo,"hardcore, metalcore, screamo",Metal,2009,205666,0.261,0.984,2,-3.17,1,0.138,0.000567,0.0,0.403,0.16,104.439,4
TRZHDOJ128EF368528,House of Suffering,Bad Brains,https://p.scdn.co/mp3-preview/e790faf4b03a83e33837452d21ed9efc98e998dd?cid=774b29d4f13844c495f206cafdad9c86,0b6c3xR3JWSL9pPYOYaSEy,"punk, hardcore, reggae",,1990,124666,0.215,0.998,2,-7.963,1,0.146,0.000251,0.0675,0.791,0.0365,139.547,4
TRWOJKX12903D06BE4,Come to Daddy,The Dillinger Escape Plan,https://p.scdn.co/mp3-preview/eebe05d3e4a5f9c65f7e427bc25422f395d9cfd7?cid=774b29d4f13844c495f206cafdad9c86,0w5NvHp7HjZeQhqmKYURCN,"hardcore, metalcore, post_hardcore, cover",Metal,2002,263200,0.368,0.999,10,-2.909,1,0.158,0.00114,0.244,0.214,0.0398,81.23,4
TRRXZHL128EF3684A4,I Don't Want to Grow Up,Descendents,https://p.scdn.co/mp3-preview/7d0edc9e6aa2c8681c40ba47e4f5b88feda73c09?cid=774b29d4f13844c495f206cafdad9c86,0eDc197F5458sCXioVf2PJ,"punk, hardcore",Punk,1987,81266,0.378,0.738,11,-13.966,1,0.0376,0.0633,0.74,0.585,0.739,101.064,4
TRGIRVI128F14AE781,The Reflective Property,August Burns Red,https://p.scdn.co/mp3-preview/9bab84c39a5c7e442332dbc17db6669e8302ed90?cid=774b29d4f13844c495f206cafdad9c86,0gqXC5REnb3qsFkPFTXNVV,"hardcore, metalcore",,2005,231386,0.243,0.926,1,-4.638,1,0.0814,4.91e-06,0.489,0.541,0.434,94.37,4
TRDXUWL128F42638E8,Won't Fall In Love Today,Suicidal Tendencies,https://p.scdn.co/mp3-preview/9ec90c35371fd8918008da437878714e0820504a?cid=774b29d4f13844c495f206cafdad9c86,1A2SGF6EfcF3HXY0ji6gOL,"metal, punk, hardcore, thrash_metal",Punk,1990,49600,0.515,0.928,1,-8.223,0,0.0772,0.000122,0.0,0.0923,0.801,109.271,3
TRJRKVO128F4226F88,Vicer Exciser,Whitechapel,https://p.scdn.co/mp3-preview/cc319c52fa3c47a872991ffab2061dd1b04f3bd6?cid=774b29d4f13844c495f206cafdad9c86,2Tl59TUyBeGV9alOxaNYLj,"hardcore, metalcore, grindcore",,2007,173200,0.308,0.97,5,-3.801,1,0.219,0.00818,0.834,0.104,0.127,129.109,4
TRYRIVU128F931F654,The Beltsville Crucible,Thrice,https://p.scdn.co/mp3-preview/ef1fdd5e83a1ea739f22db57d8e08892e22e9eef?cid=774b29d4f13844c495f206cafdad9c86,0hFiKkmyb4C1FcctxJrM7l,"rock, hardcore, post_punk, emo, post_hardcore, screamo",Rock,2002,277906,0.404,0.784,8,-8.244,1,0.0527,0.000797,0.0037,0.287,0.126,109.048,4
TRIFATY128F42864A1,Bloodsoaked Memories,Hatebreed,https://p.scdn.co/mp3-preview/2f8d6668250f1faa14732fffdcd4ad7ff21ec426?cid=774b29d4f13844c495f206cafdad9c86,11BTehsLyeicFJ5XizSTA1,"hardcore, metalcore",Metal,2002,172960,0.275,0.804,4,-6.411,0,0.051,3.92e-06,0.818,0.0926,0.154,127.678,3
TRDAPBI128F42AC2F4,Trust Your Mechanic,Dead Kennedys,https://p.scdn.co/mp3-preview/6437764585793b29001ba55ee03a22e3dee05639?cid=774b29d4f13844c495f206cafdad9c86,2hvR3XzdUoSnoREtyTVnQx,"punk, hardcore",Punk,2001,175589,0.276,0.893,10,-6.355,1,0.435,0.000879,0.0,0.212,0.332,180.075,4
TRCHBZS128F92C44C6,A Pistol To My Temple,Scary Kids Scaring Kids,https://p.scdn.co/mp3-preview/70aa09a66e6e56b29b1f7907dbc076dcd24d0692?cid=774b29d4f13844c495f206cafdad9c86,6hjukHMiwqukCOEEaBsipk,"hardcore, emo, post_hardcore, screamo",Rock,2007,237013,0.478,0.974,9,-3.447,1,0.0692,7.47e-05,2.41e-06,0.309,0.35,102.477,3
TRSDYRC128F42621E4,L.A. Girl,Adolescents,https://p.scdn.co/mp3-preview/f409fd2a3509baf1a9dfed2bba2c8adb97421e3d?cid=774b29d4f13844c495f206cafdad9c86,0KrHGddsTgJvfdpdLc0vWO,"punk, hardcore, punk_rock",Punk,1981,108933,0.363,0.954,11,-7.688,1,0.138,0.000697,0.0,0.244,0.427,111.509,4
TRCPZYY128F933EF2E,No Saving Me,Walls of Jericho,https://p.scdn.co/mp3-preview/735e807f6873588fe80b8561dc15c10d9691b5b2?cid=774b29d4f13844c495f206cafdad9c86,0FjzqEGYw9LKVZ4vcsxlq9,"hardcore, metalcore",Metal,2008,248680,0.533,0.596,7,-8.893,0,0.0306,0.00966,6.12e-05,0.111,0.0976,112.028,4
TRUYSFS128F934B8EA,Chaney Can't Quite Riff Like Helmet's Page Hamilton,Evergreen Terrace,https://p.scdn.co/mp3-preview/c788d1b76c11a86c4b88a51dba1e9eddf79122de?cid=774b29d4f13844c495f206cafdad9c86,0Czv4guRdFGrQWSxWeLmkJ,"hardcore, metalcore, screamo",,2008,280226,0.415,0.989,1,-4.299,1,0.14,1.01e-05,0.0817,0.733,0.191,147.723,4
TRJXZFO128F42AC2FF,Religious Vomit,Dead Kennedys,https://p.scdn.co/mp3-preview/7400d76daeedce85cee60955663204f9da28a4f9?cid=774b29d4f13844c495f206cafdad9c86,6XXATpYzKEcNQabQ6T4tHK,"punk, hardcore",Punk,1981,64481,0.437,0.951,10,-3.686,0,0.0924,0.000195,0.0,0.0703,0.718,105.046,4
TRTSRBL128F42AC2F2,Government Flu,Dead Kennedys,https://p.scdn.co/mp3-preview/d7b49355e0da888d9c635154035848a1d60b3d99?cid=774b29d4f13844c495f206cafdad9c86,1PuMbKR2PHJ5jWW5aj1KzX,"punk, hardcore",Punk,2001,124040,0.299,0.996,2,-4.905,1,0.166,5.35e-05,0.0,0.402,0.155,140.714,4
TRWGKFE12903CA74F9,False Sense of Sanity,Chelsea Grin,https://p.scdn.co/mp3-preview/77ee727ca79ddb5afe1df728c12ae3d1b4aa5a8b?cid=774b29d4f13844c495f206cafdad9c86,2IYRr9sTrWUWOQydp2xNBx,"hardcore, screamo, grindcore",,2010,165053,0.562,0.945,1,-4.634,0,0.149,8.6e-05,0.00414,0.143,0.372,114.97,4
TRWUDMP128F9354223,Orphaned,Converge,https://p.scdn.co/mp3-preview/7288420e79f8ae75e3e9d4d020c1c534aefedc7a?cid=774b29d4f13844c495f206cafdad9c86,0pfFJ9bDyyQnjMXLqEH57R,"hardcore, metalcore",,2006,99173,0.252,0.978,7,-3.213,1,0.0601,5.36e-06,0.971,0.143,0.496,100.94,1
TRUHJUL128F423A3E1,All It Takes for Your Dreams to Come True,A Skylit Drive,https://p.scdn.co/mp3-preview/fda3967269b346c2385301a406f92daa1031a37a?cid=774b29d4f13844c495f206cafdad9c86,7DtwEwGYdcZDlXDoDmW0zo,"hardcore, post_hardcore, screamo",Rock,2008,194906,0.317,0.834,10,-4.219,1,0.0754,0.00111,2.24e-06,0.14,0.231,89.804,4
TRILDOU128F42753E6,Don't Close Your Eyes,Parkway Drive,https://p.scdn.co/mp3-preview/62e552d226b643222fe37e7544a0a13b9ba99877?cid=774b29d4f13844c495f206cafdad9c86,1D8JTpunLfdwHBLkKqzLVJ,"hardcore, metalcore",Metal,2013,282373,0.264,0.989,4,-3.58,0,0.214,4.8e-05,0.00146,0.346,0.128,102.057,4
TRVNXGU128F42752AC,Robots 3 Humans 0,Norma Jean,https://p.scdn.co/mp3-preview/ce10dae6841cea6fd75f2d99d2f5c8fa9fa35990?cid=774b29d4f13844c495f206cafdad9c86,1ALaJMclRtnq4fPcGa5mfn,"hardcore, metalcore, post_hardcore",Metal,2014,265520,0.265,0.982,6,-2.28,1,0.233,0.000464,0.00213,0.328,0.21,131.72,4
TRCKYXL128F423EE1F,The Ransom,Escape the Fate,https://p.scdn.co/mp3-preview/ab8a109dde9cac154c3691aef43554e8861cfada?cid=774b29d4f13844c495f206cafdad9c86,2dSTPzbZc8KC49YEYRYeRR,"hardcore, post_hardcore, screamo",,2006,230293,0.346,0.97,7,-4.387,0,0.204,0.0322,0.0,0.67,0.226,170.068,4
TRKVVAC128F92C3A0A,The Only Survivor Was Miraculously Unharmed,Underoath,https://p.scdn.co/mp3-preview/79ffe7fa5ad06f86e978d2f16a984dd124e5a5fc?cid=774b29d4f13844c495f206cafdad9c86,39YY2f25NUloPuDQpe5VZx,"hardcore, metalcore, post_hardcore, screamo",,2008,188946,0.371,0.979,9,-4.337,0,0.17,6.43e-05,0.00359,0.754,0.364,140.075,3
TRJODCV128F42625AA,Jack of All Trades,Hot Water Music,https://p.scdn.co/mp3-preview/17865e324e82f204631a4739f9e26c919e61fff0?cid=774b29d4f13844c495f206cafdad9c86,1fBkHjcl1V67cZ0EDYLdTL,"punk, hardcore, punk_rock, post_hardcore",Punk,2001,163706,0.366,0.899,4,-5.212,1,0.054,0.0161,6.86e-05,0.144,0.656,170.892,4
TRMQRCY128F423A3D2,Wires And The Concept Of Breathing,A Skylit Drive,https://p.scdn.co/mp3-preview/71a0b279e2ebccaf95064dac15e60d4d33f2177e?cid=774b29d4f13844c495f206cafdad9c86,1sJmVw6rBdFb85AvyIzRr4,"hardcore, metalcore, post_hardcore, screamo",Rock,2009,151320,0.213,0.94,10,-3.66,1,0.141,0.00525,8.96e-05,0.357,0.411,164.43,4
TRSTTDB128F92F0960,Trophy Scars,Converge,https://p.scdn.co/mp3-preview/d9aa870d076196878fd6c49b1062075e6d7cd484?cid=774b29d4f13844c495f206cafdad9c86,4E5p8zNENi6kSlitLv4idW,"hardcore, metalcore",Metal,2006,299400,0.378,0.824,5,-4.82,0,0.0956,0.000149,0.733,0.495,0.215,117.94,4
TRHNBHR128F9350E67,The Big Gundown,The Prodigy,https://p.scdn.co/mp3-preview/85af01944720c62c2ab0f032503570ef8b3ef017?cid=774b29d4f13844c495f206cafdad9c86,1edBcTyZqUmrQ7SriwJzof,"electronic, hardcore, industrial, metalcore, techno, electro",Electronic,2009,260600,0.62,0.968,5,-8.346,1,0.0872,0.00176,0.000861,0.322,0.214,104.005,4
TRYUJEU128F14AE21C,Left With Alibis And Lying Eyes,Emery,https://p.scdn.co/mp3-preview/579d975a9126ad2c4c4244dad2fe9f4c4f02b79a?cid=774b29d4f13844c495f206cafdad9c86,1r1xO2CF3C0lKeSTCxZmSz,"rock, alternative, hardcore, emo, post_hardcore, screamo",Rock,2005,202800,0.462,0.943,6,-5.972,1,0.11,0.00679,1.25e-06,0.244,0.346,166.01,3
TRYZOQL128F4262731,Hanging Moon,Converge,https://p.scdn.co/mp3-preview/b05de377902a8b3c074fd1dd3c142411b1998aaa?cid=774b29d4f13844c495f206cafdad9c86,0qMNIgeDq5zkqUVClWGowU,"metal, hardcore, metalcore",Metal,2004,124106,0.18,0.993,4,-2.87,1,0.234,2.71e-05,0.904,0.291,0.229,165.465,3
TREVMIC128F42484AC,Gloom and How It Gets That Way,Every Time I Die,https://p.scdn.co/mp3-preview/92d142e1ff8e5afb1bb7bc19421bccb613061813?cid=774b29d4f13844c495f206cafdad9c86,1esc6EuXlZmtPcSaEolqiU,"hardcore, metalcore, screamo",,2006,117920,0.394,0.994,7,-4.655,1,0.114,0.0099,0.0,0.315,0.0916,118.384,4
TRBMXZL128F422936F,Leatherneck,Every Time I Die,https://p.scdn.co/mp3-preview/df45640c2f271223a9b6ba77c067268929161094?cid=774b29d4f13844c495f206cafdad9c86,0Slixd3mfdLlfx5twxD1DZ,"hardcore, metalcore, screamo",,2007,128333,0.312,0.98,9,-4.211,1,0.264,0.00121,0.0,0.269,0.224,162.304,4
TRIAYSY128F428B9B3,The Levy,From First to Last,https://p.scdn.co/mp3-preview/137b8d293885e48ba115aaa08c6ec124c946df69?cid=774b29d4f13844c495f206cafdad9c86,24NIjPj3DNX7TOxAZhSAwH,"hardcore, post_hardcore, screamo",Rock,2006,229320,0.324,0.965,0,-5.767,0,0.257,0.000182,0.0046,0.0956,0.101,180.086,4
TRNWRZQ128EF34373C,The Minor Prophets,Haste the Day,https://p.scdn.co/mp3-preview/cc1c18325feef78dbc3a22110f872a13147d5a8b?cid=774b29d4f13844c495f206cafdad9c86,0KFOrOm8LLt9rFllos7tVY,"hardcore, metalcore, post_hardcore, screamo",Metal,2011,241533,0.309,0.984,1,-4.907,1,0.127,9.59e-06,9.64e-05,0.951,0.102,97.197,4
TRWSZNP128F4249550,We Gave It Hell,36 Crazyfists,https://p.scdn.co/mp3-preview/a289a9078c401c5f9d6b411bf95646143d7099cf?cid=774b29d4f13844c495f206cafdad9c86,1AlPTYYpTNWlfURpiozT6U,"hardcore, metalcore",Metal,2008,194426,0.414,0.984,7,-3.356,1,0.111,0.000574,0.0,0.328,0.421,179.921,4
TRXKBPT128F92D63A9,Three Years,Ignite,https://p.scdn.co/mp3-preview/319d1adf63de3d5b06ba9c9e0a25408970755b0f?cid=774b29d4f13844c495f206cafdad9c86,1hQliijRS2RaTxTHkEheWt,"rock, hardcore",,2006,159240,0.503,0.988,4,-4.318,0,0.0967,0.0018,0.0,0.356,0.328,98.021,4
TRFKIIK128E079212B,Sacred Love,Bad Brains,https://p.scdn.co/mp3-preview/0f4dab92105eb689f3115a3b0f137d55b923dd33?cid=774b29d4f13844c495f206cafdad9c86,05tH5o8eu2tospfLl9Tqu2,"punk, 80s, hardcore",Rock,2012,206843,0.504,0.916,6,-10.391,0,0.0586,0.00786,0.0488,0.98,0.378,127.906,4
TRSTOZA12903CFA6A2,Disguising Mistakes With Goodbyes,Emery,https://p.scdn.co/mp3-preview/52fb210f38ac3904450ffdfe8dcaddc0ed53153d?cid=774b29d4f13844c495f206cafdad9c86,1NhiB7MFB4ghuRTuTNLp0L,"alternative, hardcore, emo, post_hardcore, screamo",Rock,2010,200040,0.322,0.908,3,-3.859,0,0.0563,0.000563,7.62e-06,0.322,0.348,179.54,4
TRGGQRC12903CE4391,Bands With Managers,Pedro the Lion,https://p.scdn.co/mp3-preview/70d8a70a387cc7df46af090e0f8a559abe1de9b5?cid=774b29d4f13844c495f206cafdad9c86,2Hl12YSe9YNgkRkjvowfOo,"indie, hardcore, chillout",Rock,2009,226860,0.519,0.623,2,-6.48,1,0.0333,0.0973,0.864,0.112,0.117,129.911,4
TRXJUEG128F42AC306,Rawhide,Dead Kennedys,https://p.scdn.co/mp3-preview/225377ca87954a1dfc7d140c03ea7981e64eabaf?cid=774b29d4f13844c495f206cafdad9c86,62f7OynIECvIyrue1E5b8C,"punk, hardcore, cover",Punk,2001,133282,0.38,0.913,11,-5.467,0,0.158,0.000221,2.63e-06,0.147,0.361,147.265,4
TRCUKXH12903CC23E2,Botchla,Poison the Well,https://p.scdn.co/mp3-preview/af2a249b8383f95af61d5b33cd44b6edc74c2230?cid=774b29d4f13844c495f206cafdad9c86,16zes7tyQVkNHFJcGPI6gN,"hardcore, metalcore, post_hardcore, screamo",Metal,2002,190000,0.452,0.95,0,-7.286,1,0.112,0.00173,0.0578,0.221,0.104,138.008,4
TRYJZPP12903CFA1CA,Beer Pressure,Municipal Waste,https://p.scdn.co/mp3-preview/412a6be0fef38a00f277e073a5f0e075147dc112?cid=774b29d4f13844c495f206cafdad9c86,1L7Lyxz9T3SsZHxJrr7BAr,"hardcore, thrash_metal",Rock,2007,157600,0.226,0.998,9,-3.314,1,0.184,0.000314,0.0343,0.12,0.195,179.532,4
TRXEDIF12903CF2756,Know Your History,Ignite,https://p.scdn.co/mp3-preview/f7f3960ce375e876ac9376f2bcdb3ebf805ed547?cid=774b29d4f13844c495f206cafdad9c86,0zHAkbMRbc1lzZAPoyFc2J,hardcore,,2006,133426,0.52,0.999,7,-4.484,1,0.164,0.0021,0.0,0.521,0.0696,131.989,4
TRYXAMH128F423DF9B,"Hey Nightmare, Where Did You Get Them Teeth?",A Skylit Drive,https://p.scdn.co/mp3-preview/c21343c312be2b9ea033656c8c2668953b74cfb0?cid=774b29d4f13844c495f206cafdad9c86,4dMT7EJrEpKiTo3xdm6f1Z,"hardcore, post_hardcore, screamo",Rock,2007,294733,0.186,0.837,4,-4.217,0,0.0593,0.000886,1.11e-06,0.351,0.239,76.695,4
TRHWDCX128F42AC2F5,Well Paid Scientist,Dead Kennedys,https://p.scdn.co/mp3-preview/01d2cd0888f35410cf2d4d9e445d24899b24d97a?cid=774b29d4f13844c495f206cafdad9c86,2kTFSkDlGLE48WTHJ9BJ3o,"punk, hardcore",Punk,2001,142013,0.239,0.938,2,-5.119,1,0.151,0.000511,7.07e-06,0.123,0.351,53.065,4
TRYYSMM128F934C3D5,Get To The Choppa,Austrian Death Machine,https://p.scdn.co/mp3-preview/e885cc6c0b03cfd7ade14066c25bdfcd1569a810?cid=774b29d4f13844c495f206cafdad9c86,00E16MJQNdwNti9AL2eMmg,"metal, hardcore, thrash_metal, metalcore",Metal,2008,167000,0.222,0.975,8,-3.368,1,0.146,0.000619,0.000167,0.886,0.437,189.811,3
TRJXUIK128F427DFA3,Not One Truth,Hatebreed,https://p.scdn.co/mp3-preview/3f012477ea1a31bf01974eb965928614430abbbc?cid=774b29d4f13844c495f206cafdad9c86,0N6J8uHjlN6eRiOtLabzh9,"hardcore, metalcore",Metal,1997,122000,0.401,0.899,0,-6.984,1,0.0944,0.000493,0.000111,0.319,0.579,84.576,4
TROVWLB128F92DF5DE,Under My Nose,Fucked Up,https://p.scdn.co/mp3-preview/79872d53136b5b6328989079db0fa97ed434a426?cid=774b29d4f13844c495f206cafdad9c86,2TvnLdZabfnDLDYIiiraGD,"rock, indie, alternative_rock, indie_rock, hardcore, punk_rock",RnB,2011,208760,0.243,0.995,4,-2.911,1,0.158,0.125,4.95e-06,0.381,0.16,184.282,4
TRFZEDJ128F9320A7F,Phoenix Ignition,Thrice,https://p.scdn.co/mp3-preview/9ea93bb6f9302f951063b39916b8f781e6789d3e?cid=774b29d4f13844c495f206cafdad9c86,08OEbBkcSoMWQZJv2a0ICG,"rock, alternative_rock, punk, hardcore, punk_rock, post_hardcore, screamo, ska",,2001,211066,0.337,0.915,4,-6.203,0,0.074,0.000579,0.00251,0.111,0.504,96.782,4
TRAYOQI128F92F0967,To the Lions,Converge,https://p.scdn.co/mp3-preview/111d066c341814e9493c2f6a209a93e60d82baee?cid=774b29d4f13844c495f206cafdad9c86,0decT4qCLBONNL4KMfl6hA,"hardcore, metalcore, grindcore",Metal,2006,220493,0.175,0.862,8,-4.161,1,0.0986,2.15e-06,0.891,0.181,0.074,100.215,4
TRPQCSR128F422310F,For My Family,Agnostic Front,https://p.scdn.co/mp3-preview/f6b9255b928c68681bdca5dc5db721ea159dabbf?cid=774b29d4f13844c495f206cafdad9c86,2ucw94OkY2Go8eRTFKRh0r,hardcore,Country,2007,142586,0.215,0.987,7,-4.598,1,0.0975,0.00163,0.0,0.146,0.287,182.598,4
TRHQDHD128F92ECEA3,Freak Gasoline Fight Accident,It Dies Today,https://p.scdn.co/mp3-preview/cdd7c87bd1456d969359ec0827aaefb5bf97bf66?cid=774b29d4f13844c495f206cafdad9c86,1qI2l9ltyif2aZFzQdA71E,"metal, hardcore, metalcore, screamo",Metal,2004,229293,0.274,0.918,0,-4.353,0,0.09,1.52e-05,0.000386,0.39,0.332,91.171,3
TRFMSLL12903CF2750,My Judgement Day,Ignite,https://p.scdn.co/mp3-preview/2b96c4534b6c5a0bafb577fe54e99f1fe156bfe1?cid=774b29d4f13844c495f206cafdad9c86,0eu9GaqCKstVGKrcXEelm6,hardcore,Metal,2006,145586,0.393,0.946,6,-5.377,0,0.151,0.00907,0.0,0.354,0.398,184.886,4
TRYQACO128F14AE783,Consumer,August Burns Red,https://p.scdn.co/mp3-preview/fed41b1ae234908aab5ee6fb45e2b2db1198037c?cid=774b29d4f13844c495f206cafdad9c86,0lhUbZQ4sqphAYFJtfWS93,"hardcore, metalcore",,2005,250786,0.232,0.914,1,-4.761,1,0.0821,3.65e-06,0.267,0.0796,0.418,164.773,4
TRJYBBZ128F425DD64,Hollywood Squares,The Dillinger Escape Plan,https://p.scdn.co/mp3-preview/57e2716b9b695f41f21252224c9e76523c6c9bbe?cid=774b29d4f13844c495f206cafdad9c86,1lHukSykCvo9FrBEN4BTj5,"hardcore, metalcore, progressive_metal, post_hardcore, grindcore",Metal,2002,248226,0.338,0.999,9,-2.792,1,0.212,0.000198,0.0392,0.299,0.0388,136.247,4
TRRRYBA128F4229372,Cities And Years,Every Time I Die,https://p.scdn.co/mp3-preview/d73b09313e29a7cf4b1686d21ab5dd892a639b76?cid=774b29d4f13844c495f206cafdad9c86,04rAZqkDPyHoPFhvq5BAKY,"hardcore, metalcore, screamo",,2007,176746,0.22,0.975,8,-4.264,1,0.09,0.000149,7.46e-06,0.345,0.6,162.143,4
